"EFF_DATE","SITE_NO","SITE_TYPE_CODE","STATE_CODE","ARPT_ID","CITY","COUNTRY_CODE","STATE_NAME","COUNTY_NAME","ARPT_NAME","LAT_DEG","LAT_MIN","LAT_SEC","LAT_HEMIS","LAT_DECIMAL","LONG_DEG","LONG_MIN","LONG_SEC","LONG_HEMIS","LONG_DECIMAL","ELEV","ELEV_METHOD_CODE","MAG_VARN","MAG_HEMIS","MAG_VARN_YEAR","ICAO_ID","facility_use"
"2026/09/03","00103.","A","AL","0J0","ABBEVILLE","US","ALABAMA","HENRY","ABBEVILLE MUNI",31,36,6.193,"N",31.60172027,85,14,18.761,"W",-85.23854472,468.3,"E",1,"W",1985,"","public"
"2026/09/03","00106.","A","AL","2A8","ADDISON","US","ALABAMA","WINSTON","ADDISON",34,13,1.71,"N",34.21714166,87,9,29.37,"W",-87.15815833,786,"E",0,"E",1980,"","public"
"2026/09/03","00108.","A","AL","AL03","AKRON","US","ALABAMA","HALE","STRICKLAND/SMALLEY FLD",32,50,51,"N",32.8475,87,42,50,"W",-87.71388888,369,"E",NA,"",NA,"","private"
"2026/09/03","00110.","A","AL","EET","ALABASTER","US","ALABAMA","SHELBY","SHELBY COUNTY",33,10,40,"N",33.17777777,86,46,59.6,"W",-86.78322222,585.6,"S",3,"W",2010,"KEET","public"
"2026/09/03","00110.01","H","AL","AL39","ALABASTER","US","ALABAMA","SHELBY","SHELBY MEDICAL CENTER",33,15,8,"N",33.25222222,86,48,44,"W",-86.81222222,510,"E",0,"E",1985,"","private"
"2026/09/03","00112.1","A","AL","BFZ","ALBERTVILLE","US","ALABAMA","MARSHALL","ALBERTVILLE RGNL/THOMAS J BRUMLIK FLD",34,13,44.792,"N",34.22910888,86,15,20.722,"W",-86.25575611,1032.3,"S",2,"W",1995,"KBFZ","public"
"2026/09/03","00116.","A","AL","ALX","ALEXANDER CITY","US","ALABAMA","TALLAPOOSA","THOMAS C RUSSELL FLD",32,54,53.1,"N",32.91475,85,57,46.6,"W",-85.96294444,685.8,"S",4,"W",2015,"KALX","public"
"2026/09/03","00116.01","H","AL","33AL","ALEXANDER CITY","US","ALABAMA","TALLAPOOSA","RUSSELL MEDICAL",32,55,48.28,"N",32.93007777,85,58,15.27,"W",-85.97090833,703,"E",NA,"",NA,"","private"
"2026/09/03","00119.","A","AL","AIV","ALICEVILLE","US","ALABAMA","PICKENS","GEORGE DOWNER",33,6,24.28,"N",33.10674444,88,11,49.83,"W",-88.197175,150,"S",2,"W",2015,"KAIV","public"
"2026/09/03","00124.","A","AL","79J","ANDALUSIA","US","ALABAMA","COVINGTON","SOUTH ALABAMA RGNL AT BILL BENTON FLD",31,18,30.1,"N",31.30836111,86,23,32,"W",-86.39222222,310.2,"S",2,"W",2005,"","public"
"2026/09/03","00128.","A","AL","ANB","ANNISTON","US","ALABAMA","CALHOUN","ANNISTON RGNL",33,35,17.412,"N",33.58817,85,51,29.214,"W",-85.858115,612.1,"S",4,"W",2020,"KANB","public"
"2026/09/03","00128.01","H","AL","AL42","ANNISTON","US","ALABAMA","CALHOUN","REGIONAL MEDICAL CENTER ANNISTON",33,39,21.62,"N",33.65600555,85,49,28,"W",-85.82444444,844,"E",1,"W",1985,"","private"
"2026/09/03","00128.02","H","AL","04AL","ANNISTON","US","ALABAMA","CALHOUN","ANNISTON ARMY DEPOT HELIPAD",33,37,35,"N",33.62638888,85,58,2,"W",-85.96722222,686,"E",2,"W",2000,"","private"
"2026/09/03","00133.5","A","AL","51AL","ARDMORE","US","ALABAMA","LIMESTONE","ARDMORE",34,58,44.6693,"N",34.9790748,86,52,59.8254,"W",-86.88328483,922,"E",0,"W",1985,"","private"
"2026/09/03","00134.","H","KY","90KY","ASHCAMP","US","KENTUCKY","PIKE","MOTHER NATURE SPRING WATER",37,15,31.49,"N",37.25874722,82,27,41.32,"W",-82.46147777,1000,"E",NA,"",NA,"","private"
"2026/09/03","00135.","A","AL","26A","ASHLAND/LINEVILLE","US","ALABAMA","CLAY","ASHLAND/LINEVILLE",33,17,3.11,"N",33.28419722,85,48,32.275,"W",-85.80896527,1065,"S",1,"W",1985,"","public"
"2026/09/03","00135.01","H","AL","0AL2","ASHLAND","US","ALABAMA","CLAY","CLAY COUNTY HOSPITAL",33,16,37.98,"N",33.27721666,85,49,29.35,"W",-85.82481944,1040,"E",1,"W",1990,"","private"
"2026/09/03","00137.","A","AL","AL60","ASHVILLE","US","ALABAMA","ST CLAIR","DUGGER'S FLD",33,50,19.355,"N",33.83870972,86,12,40.915,"W",-86.21136527,560,"E",1,"W",1986,"","private"
"2026/09/03","00139.","H","AL","5AL9","ATHENS","US","ALABAMA","AUTAUGA","ATHENS-LIMESTONE HOSPITAL HELIPAD",34,48,10.14,"N",34.80281666,86,58,50.18,"W",-86.98060555,693,"",NA,"",NA,"","private"
"2026/09/03","00139.01","A","AL","56AL","ATHENS","US","ALABAMA","LIMESTONE","BEECHWOOD AIRPARK",34,46,22,"N",34.77277777,87,10,28.5,"W",-87.17458333,646.8,"E",NA,"",NA,"","private"
"2026/09/03","00140.1","A","AL","0R1","ATMORE","US","ALABAMA","ESCAMBIA","ATMORE MUNI",31,0,58.1,"N",31.01613888,87,26,48.3,"W",-87.44675,286,"S",3,"W",2020,"","public"
"2026/09/03","00146.","A","AL","AUO","AUBURN","US","ALABAMA","LEE","AUBURN UNIVERSITY RGNL",32,36,54.4,"N",32.61511111,85,26,2.4,"W",-85.434,776.8,"S",4,"W",2015,"KAUO","public"
"2026/09/03","00155.","A","AL","1R8","BAY MINETTE","US","ALABAMA","BALDWIN","BAY MINETTE MUNI",30,52,13.2,"N",30.87033333,87,49,9.6,"W",-87.81933333,248.1,"S",0,"E",2000,"","public"
"2026/09/03","00155.03","H","AL","6AL9","BAY MINETTE","US","ALABAMA","BALDWIN","MEGA SITE HELIPAD",30,56,55,"N",30.94861111,87,44,44,"W",-87.74555555,284,"E",NA,"",NA,"","private"
"2026/09/03","00155.05","A","AL","96AL","BAY MINETTE","US","ALABAMA","BALDWIN","BENT OAK",30,49,39.6643,"N",30.82768452,87,53,21.0387,"W",-87.88917741,87,"E",NA,"",NA,"","private"
"2026/09/03","00155.31","A","AL","5R7","BAYOU LA BATRE","US","ALABAMA","MOBILE","ROY E RAY",30,27,18.9,"N",30.45525,88,12,40.3,"W",-88.21119444,87,"E",2,"E",1985,"","public"
"2026/09/03","00155.32","H","AL","AL67","THEODORE","US","ALABAMA","MOBILE","W&T OFFSHORE OTF",30,25,52,"N",30.43111111,88,10,45,"W",-88.17916666,32.9,"E",0,"E",2000,"","private"
"2026/09/03","00157.1","A","AL","EKY","BESSEMER","US","ALABAMA","JEFFERSON","BESSEMER NTL",33,18,45.4,"N",33.31261111,86,55,34.7,"W",-86.92630555,699.6,"S",3,"W",2010,"KEKY","public"
"2026/09/03","00157.11","H","AL","AL19","BESSEMER","US","ALABAMA","JEFFERSON","MEDICAL WEST",33,22,17.61,"N",33.37155833,86,59,27.62,"W",-86.99100555,670,"E",0,"E",1985,"","private"
"2026/09/03","00157.12","H","AL","AL80","BESSEMER","US","ALABAMA","JEFFERSON","UAB MEDICAL WEST",33,19,51.009,"N",33.33083583,86,59,1.8454,"W",-86.98384594,631,"E",NA,"",NA,"","private"
"2026/09/03","00164.","A","AL","BHM","BIRMINGHAM","US","ALABAMA","JEFFERSON","BIRMINGHAM-SHUTTLESWORTH INTL",33,33,50,"N",33.56388888,86,45,8.3,"W",-86.75230555,650,"S",3,"W",2010,"KBHM","public"
"2026/09/03","00164.05","H","AL","AL50","BIRMINGHAM","US","ALABAMA","JEFFERSON","BAPTIST MEDICAL CENTER-PRINCETON",33,29,51.381,"N",33.49760583,86,50,46.966,"W",-86.84637944,557,"E",0,"E",1985,"","private"
"2026/09/03","00164.06","H","AL","AL49","BIRMINGHAM","US","ALABAMA","JEFFERSON","CARRAWAY MEDICAL CENTER",33,32,8.82,"N",33.53578333,86,48,41.06,"W",-86.81140555,672,"E",0,"E",1985,"","private"
"2026/09/03","00164.07","H","AL","AL91","BIRMINGHAM","US","ALABAMA","JEFFERSON","THE CHILDRENS HOSPITAL",33,30,15.379,"N",33.50427194,86,48,18.963,"W",-86.8052675,698,"E",0,"E",1985,"","private"
"2026/09/03","00164.11","H","AL","AL38","BIRMINGHAM","US","ALABAMA","JEFFERSON","UNIVERSITY OF ALABAMA HOSPITAL",33,30,21.1,"N",33.50586111,86,48,10,"W",-86.80277777,787,"E",0,"E",1985,"","private"
"2026/09/03","00164.12","H","AL","0AL8","BIRMINGHAM","US","ALABAMA","JEFFERSON","BROOKWOOD MEDICAL CENTER",33,27,50.66,"N",33.46407222,86,46,22.33,"W",-86.77286944,763,"E",0,"W",1990,"","private"
"2026/09/03","00164.16","H","AL","AL45","BIRMINGHAM","US","ALABAMA","JEFFERSON","GRANDVIEW MEDICAL CENTER",33,25,58.35,"N",33.432875,86,42,57.94,"W",-86.71609444,540,"E",0,"W",1985,"","private"
"2026/09/03","00164.18","H","AL","AL66","BIRMINGHAM","US","ALABAMA","JEFFERSON","ALABAMA POWER HEADQUARTERS",33,31,10.379,"N",33.51954972,86,48,48.964,"W",-86.81360111,676,"E",0,"E",1980,"","private"
"2026/09/03","00164.19","H","AL","AL65","BIRMINGHAM","US","ALABAMA","JEFFERSON","ST VINCENTS EAST",33,35,49.1,"N",33.59697222,86,40,4.11,"W",-86.66780833,1070,"E",0,"E",1980,"","private"
"2026/09/03","00164.9","A","AL","AL40","BIRMINGHAM","US","ALABAMA","JEFFERSON","BONHAM",33,32,35.383,"N",33.54316194,86,59,8.98,"W",-86.98582777,600,"E",0,"E",1985,"","private"
"2026/09/03","00170.","A","AL","AL29","BLOUNTSVILLE","US","ALABAMA","CULLMAN","NEW HORIZON",34,7,45.35,"N",34.12926388,86,37,59.976,"W",-86.63332666,750,"E",0,"W",1985,"","private"
"2026/09/03","00174.","H","AL","1AL0","BOAZ","US","ALABAMA","MARSHALL","MARSHALL MEDICAL CENTER SOUTH",34,13,13.52,"N",34.22042222,86,9,39.31,"W",-86.16091944,1035,"E",1,"W",1990,"","private"
"2026/09/03","00174.02","A","AL","8AL3","BOAZ","US","ALABAMA","ETOWAH","FRICKS FLD",34,8,30.36,"N",34.14176666,86,5,18.84,"W",-86.08856666,1000,"E",NA,"",NA,"","private"
"2026/09/03","00180.","A","AL","3AL6","ODENVILLE","US","ALABAMA","ST CLAIR","TOWN & COUNTRY AIRPARK",33,39,24.4,"N",33.65677777,86,24,44.9,"W",-86.41247222,730,"E",1,"W",1995,"","private"
"2026/09/03","00183.0","A","AL","AL30","BREMEN","US","ALABAMA","CULLMAN","ROCKY SPRINGS AIRPARK",33,59,27,"N",33.99083333,87,4,40,"W",-87.07777777,649,"E",NA,"",NA,"","private"
"2026/09/03","00186.","A","AL","12J","BREWTON","US","ALABAMA","ESCAMBIA","BREWTON MUNI",31,3,2.561,"N",31.05071138,87,4,2.16,"W",-87.06726666,98.8,"S",1,"W",2000,"","public"
"2026/09/03","00186.01","H","AL","0AL6","BREWTON","US","ALABAMA","ESCAMBIA","D W MCMILLIAN MEML HOSPITAL",31,7,32.41,"N",31.12566944,87,4,24.49,"W",-87.07346944,155,"E",0,"E",1990,"","private"
"2026/09/03","00199.003","H","AL","42AL","BUTLER","US","ALABAMA","CHOCTAW","CHOCTAW GENERAL HOSPITAL",32,5,36.01,"N",32.09333611,88,12,37.3,"W",-88.21036111,133,"E",NA,"",NA,"","private"
"2026/09/03","00199.1","A","AL","09A","BUTLER","US","ALABAMA","CHOCTAW","BUTLER/CHOCTAW COUNTY",32,7,9.5,"N",32.11930555,88,7,38.9,"W",-88.12747222,133.7,"S",3,"W",2020,"","public"
"2026/09/03","00207.1","A","AL","61A","CAMDEN","US","ALABAMA","WILCOX","CAMDEN MUNI",31,58,47.1,"N",31.97975,87,20,20.8,"W",-87.33911111,142.9,"S",3,"W",2020,"","public"
"2026/09/03","00209.16","H","AL","AL01","CARROLLTON","US","ALABAMA","PICKENS","PICKENS COUNTY MEDICAL CENTER",33,16,27.15,"N",33.27420833,88,5,21.6,"W",-88.08933333,239,"",NA,"",NA,"","private"
"2026/09/03","00210.","A","AL","AL32","CEDAR BLUFF","US","ALABAMA","CHEROKEE","FLYING BK RANCH",34,19,21.32,"N",34.32258888,85,38,37.37,"W",-85.64371388,670,"E",3,"W",2000,"","private"
"2026/09/03","00214.055","H","AL","81AL","CENTREVILLE","US","ALABAMA","BIBB","BIBB MEDICAL CENTER",32,57,6.47,"N",32.95179722,87,8,53.47,"W",-87.14818611,254,"E",NA,"",NA,"","private"
"2026/09/03","00218.11","A","AL","AL27","CENTRE","US","ALABAMA","CHEROKEE","HEADQUARTERS",34,6,20.35,"N",34.10565277,85,33,56.858,"W",-85.56579388,610,"E",1,"W",1985,"","private"
"2026/09/03","00218.12","A","AL","PYP","CENTRE","US","ALABAMA","CHEROKEE","CENTRE PIEDMONT/CHEROKEE COUNTY RGNL",34,5,23.7,"N",34.08991666,85,36,36.3,"W",-85.61008333,594.6,"E",4,"W",2010,"KPYP","public"
"2026/09/03","00218.7","A","AL","0A8","CENTREVILLE","US","ALABAMA","BIBB","BIBB COUNTY",32,56,12.98,"N",32.93693888,87,5,25.97,"W",-87.09054722,250.9,"S",2,"W",2010,"","public"
"2026/09/03","00225.","A","AL","5AL1","CHAPMAN","US","ALABAMA","BUTLER","MC GOWIN FLD",31,40,50.566,"N",31.68071277,86,40,54.901,"W",-86.68191694,400,"S",0,"E",1985,"","private"
"2026/09/03","00226.5","A","AL","5R1","CHATOM","US","ALABAMA","WASHINGTON","ROY WILCOX",31,27,6.0008,"N",31.45166688,88,11,39.9359,"W",-88.19442663,166,"E",1,"W",1985,"","public"
"2026/09/03","00226.51","A","AL","6AL6","CHATOM","US","ALABAMA","WASHINGTON","HAWTHORN PINES",31,23,18.9,"N",31.38858333,88,5,33.3,"W",-88.09258333,150,"E",NA,"",NA,"","private"
"2026/09/03","00226.52","H","AL","39AL","CHATOM","US","ALABAMA","WASHINGTON","WASHINGTON COUNTY HOSPITAL ER",31,27,32.6,"N",31.45905555,88,14,4.1,"W",-88.23447222,187.5,"E",NA,"",NA,"","private"
"2026/09/03","00227.26","H","AL","AL68","CHEROKEE","US","ALABAMA","COLBERT","ROCKET SHOALS",34,44,39.0352,"N",34.74417644,87,53,11.6736,"W",-87.886576,493,"E",NA,"",NA,"","private"
"2026/09/03","00228.","H","AL","35AL","CITRONELLE","US","ALABAMA","MOBILE","SILCOX MEML",31,5,22.55,"N",31.08959722,88,14,42.26,"W",-88.24507222,339,"E",NA,"",NA,"","private"
"2026/09/03","00233.","A","AL","02A","CLANTON","US","ALABAMA","CHILTON","CHILTON COUNTY",32,51,1.7441,"N",32.85048447,86,36,41.1569,"W",-86.61143247,584.7,"S",4,"W",2020,"","public"
"2026/09/03","00233.1","A","AL","01AL","CLANTON","US","ALABAMA","CHILTON","WARE ISLAND",32,56,45.442,"N",32.94595611,86,30,49.926,"W",-86.51386833,344,"S",0,"W",1985,"","private"
"2026/09/03","00233.13","H","AL","8AL0","CLANTON","US","ALABAMA","CHILTON","MITCHELL DAM",32,48,1.8,"N",32.8005,86,26,47.4,"W",-86.4465,442,"E",NA,"",NA,"","private"
"2026/09/03","00233.2","H","AL","5AL4","CLANTON","US","ALABAMA","CHILTON","CHILTON CO HEALTH CARE AUTH",32,52,50.54,"N",32.88070555,86,37,15.86,"W",-86.62107222,677,"E",NA,"",NA,"","private"
"2026/09/03","00234.","A","AL","11A","CLAYTON","US","ALABAMA","BARBOUR","CLAYTON MUNI",31,52,59.968,"N",31.88332444,85,29,6.809,"W",-85.48522472,434.9,"S",4,"W",2015,"","public"
"2026/09/03","00239.25","A","AL","9AL6","COLUMBIA","US","ALABAMA","HOUSTON","FLYING HOG FARM",31,14,9.9852,"N",31.236107,85,8,30.1395,"W",-85.14170541,241,"E",NA,"",NA,"","private"
"2026/09/03","00241.","A","AL","1AL2","COLUMBIANA","US","ALABAMA","SHELBY","TRI-L ACRES AIRPARK",33,14,49.9938,"N",33.2472205,86,35,52.5732,"W",-86.597937,578,"E",0,"W",1990,"","private"
"2026/09/03","00241.19","H","AL","91AL","COLUMBIANA","US","ALABAMA","SHELBY","SHELBY COUNTY SHERIFF'S OFFICE",33,11,11.83,"N",33.18661944,86,37,36.48,"W",-86.6268,593,"",NA,"",NA,"","private"
"2026/09/03","00244.7","H","AL","AL13","COTTONTON","US","ALABAMA","RUSSELL","WESTROCK - MAHRT MILL",32,10,20.548,"N",32.17237444,85,1,43.749,"W",-85.02881916,95,"E",1,"W",1985,"","private"
"2026/09/03","00245.","A","AL","9A4","COURTLAND","US","ALABAMA","LAWRENCE","COURTLAND",34,39,29.37,"N",34.65815833,87,20,54.809,"W",-87.34855805,588,"E",3,"W",2015,"","public"
"2026/09/03","00245.6","A","AL","AL51","CRAWFORD","US","ALABAMA","RUSSELL","FLYING C'S PLANTATION",32,24,58,"N",32.41611111,85,17,57,"W",-85.29916666,395,"E",1,"W",1990,"","private"
"2026/09/03","00246.","A","AL","15A","CREOLA","US","ALABAMA","MOBILE","MARK REYNOLDS/NORTH MOBILE COUNTY",30,54,32.9,"N",30.90913888,87,59,46.8,"W",-87.99633333,8,"E",1,"E",1985,"","public"
"2026/09/03","00248.3","A","AL","CMD","CULLMAN","US","ALABAMA","CULLMAN","CULLMAN RGNL/FOLSOM FLD",34,16,7.329,"N",34.2687025,86,51,28.927,"W",-86.85803527,969.6,"S",3,"W",2015,"KCMD","public"
"2026/09/03","00248.32","H","AL","3AL9","CULLMAN","US","ALABAMA","CULLMAN","CULLMAN RGNL MEDICAL CENTER",34,12,7.14,"N",34.20198333,86,48,23.4,"W",-86.8065,826,"E",1,"W",1995,"","private"
"2026/09/03","00249.","H","AL","5AL6","DADEVILLE","US","ALABAMA","TALLAPOOSA","LAKE MARTIN COMMUNITY HOSPITAL",32,49,6.57,"N",32.81849166,85,44,29.44,"W",-85.74151111,668,"E",NA,"",NA,"","private"
"2026/09/03","00249.4","H","AL","30AL","DANVILLE","US","ALABAMA","MORGAN","MED FLIGHT 2",34,22,22.8,"N",34.373,87,4,49.8,"W",-87.0805,650,"E",NA,"",NA,"","private"
"2026/09/03","00250.1","A","AL","4R9","DAUPHIN ISLAND","US","ALABAMA","MOBILE","JEREMIAH DENTON",30,15,37.734,"N",30.26048166,88,7,38.903,"W",-88.12747305,4.6,"S",2,"E",1985,"","public"
"2026/09/03","00250.13","H","AL","6AL8","DAPHNE","US","ALABAMA","BALDWIN","MALBIS MED PARK-INFIRMARY HEALTH",30,39,16.69,"N",30.65463611,87,51,15.31,"W",-87.85425277,195,"E",NA,"",NA,"","private"
"2026/09/03","00250.2","A","AL","4AL3","DAPHNE","US","ALABAMA","BALDWIN","TREEO",30,35,30.5,"N",30.59180555,87,49,21.3,"W",-87.82258333,130,"",NA,"",NA,"","private"
"2026/09/03","00250.22","A","AL","AL47","DAPHNE","US","ALABAMA","BALDWIN","BELFOREST FIELD",30,35,41.82,"N",30.59495,87,49,15.305,"W",-87.82091805,150,"E",NA,"",NA,"","private"
"2026/09/03","00251.","A","AL","DCU","DECATUR","US","ALABAMA","LIMESTONE","PRYOR FLD RGNL",34,39,14.6,"N",34.65405555,86,56,43.3,"W",-86.94536111,592,"S",4,"W",2020,"KDCU","public"
"2026/09/03","00251.02","H","AL","1AL1","DECATUR","US","ALABAMA","MORGAN","DECATUR MORGAN HOSPITAL",34,35,31.55,"N",34.59209722,86,58,19.65,"W",-86.972125,588,"E",0,"W",1990,"","private"
"2026/09/03","00254.","A","AL","DYA","DEMOPOLIS","US","ALABAMA","MARENGO","DEMOPOLIS RGNL",32,27,49.8,"N",32.46383333,87,57,14.6,"W",-87.95405555,111.7,"S",2,"W",2010,"KDYA","public"
"2026/09/03","00254.01","H","AL","AL14","DEMOPOLIS","US","ALABAMA","MARENGO","WHITFIELD RGNL HOSPITAL",32,30,20,"N",32.50555555,87,50,11,"W",-87.83638888,154,"E",1,"E",1985,"","private"
"2026/09/03","00266.21","H","AL","AL20","DOTHAN","US","ALABAMA","HOUSTON","SOUTHEAST ALABAMA MEDICAL CENTER",31,13,5.17,"N",31.21810277,85,22,2.84,"W",-85.36745555,314,"E",1,"W",1985,"","private"
"2026/09/03","00266.22","H","AL","AL59","DOTHAN","US","ALABAMA","HOUSTON","FLOWERS HOSPITAL",31,14,14.52,"N",31.23736666,85,27,17.22,"W",-85.45478333,305,"E",1,"W",1985,"","private"
"2026/09/03","00267.","A","AL","DHN","DOTHAN","US","ALABAMA","DALE","DOTHAN RGNL",31,19,15.665,"N",31.32101805,85,26,58.119,"W",-85.4494775,400.8,"S",3,"W",2010,"KDHN","public"
"2026/09/03","00267.04","H","AL","1AL9","ELBERTA","US","ALABAMA","BALDWIN","BARBER MARINA",30,18,55.62,"N",30.31545,87,34,20.56,"W",-87.57237777,14,"E",NA,"",NA,"","private"
"2026/09/03","00267.6","A","AL","14J","ELBA","US","ALABAMA","COFFEE","CARL FOLSOM",31,24,36.15,"N",31.41004166,86,5,25.21,"W",-86.09033611,258,"E",0,"W",1985,"","public"
"2026/09/03","00267.7","A","AL","7AL9","ELBERTA","US","ALABAMA","BALDWIN","HORAK",30,28,9.22,"N",30.46922777,87,32,38.08,"W",-87.54391111,110,"E",1,"E",1985,"","private"
"2026/09/03","00267.81","A","AL","AL08","ELBERTA","US","ALABAMA","BALDWIN","PERDIDO WINDS AIRPARK",30,25,30.03,"N",30.42500833,87,32,12.14,"W",-87.53670555,75,"E",0,"E",1995,"","private"
"2026/09/03","00269.","A","AL","AL55","ELBERTA","US","ALABAMA","BALDWIN","SHIELDS",30,26,30.71,"N",30.44186388,87,27,49.926,"W",-87.46386833,95,"E",1,"E",1985,"","private"
"2026/09/03","00269.01","A","AL","49AL","ELBERTA","US","ALABAMA","BALDWIN","PLEASANT VIEW FARM",30,27,43.2162,"N",30.4620045,87,31,24.6918,"W",-87.5235255,104,"E",NA,"",NA,"","private"
"2026/09/03","00287.1","A","AL","EDN","ENTERPRISE","US","ALABAMA","COFFEE","ENTERPRISE MUNI",31,17,59,"N",31.29972222,85,53,59.4,"W",-85.89983333,360.9,"S",3,"W",2005,"KEDN","public"
"2026/09/03","00290.","A","AL","EUF","EUFAULA","US","ALABAMA","BARBOUR","WEEDON FLD",31,57,4.7,"N",31.95130555,85,7,44.1,"W",-85.12891666,285.2,"S",4,"W",2010,"KEUF","public"
"2026/09/03","00290.08","H","AL","AL00","EUFAULA","US","ALABAMA","BARBOUR","MEDICAL CENTER BARBOUR",31,53,22.03,"N",31.88945277,85,9,22.38,"W",-85.15621666,299,"E",NA,"",NA,"","private"
"2026/09/03","00293.","A","AL","3A7","EUTAW","US","ALABAMA","GREENE","EUTAW MUNI",32,49,13.5,"N",32.82041666,87,51,54.3,"W",-87.86508333,170,"S",1,"E",1985,"","public"
"2026/09/03","00293.01","H","AL","09AL","EUTAW","US","ALABAMA","GREENE","GREENE COUNTY HOSPITAL & NURSING HOME",32,50,32.68,"N",32.84241111,87,53,25.89,"W",-87.890525,218,"E",NA,"",NA,"","private"
"2026/09/03","00296.","A","AL","GZH","EVERGREEN","US","ALABAMA","CONECUH","EVERGREEN RGNL/MIDDLETON FLD",31,24,54,"N",31.415,87,2,36.1,"W",-87.04336111,259,"S",3,"W",2015,"KGZH","public"
"2026/09/03","00296.01","H","AL","0AL3","EVERGREEN","US","ALABAMA","CONECUH","HOSPITAL PAD",31,25,48.36,"N",31.4301,86,56,24.78,"W",-86.94021666,295,"E",0,"E",1990,"","private"
"2026/09/03","00300.3","A","AL","CQF","FAIRHOPE","US","ALABAMA","BALDWIN","H L SONNY CALLAHAN",30,27,37.8,"N",30.4605,87,52,37.3,"W",-87.87702777,91.1,"S",1,"W",2005,"KCQF","public"
"2026/09/03","00302.","A","AL","M95","FAYETTE","US","ALABAMA","FAYETTE","RICHARD ARTHUR FLD",33,42,32.781,"N",33.70910583,87,48,54.751,"W",-87.81520861,357.4,"S",3,"W",2020,"","public"
"2026/09/03","00302.01","H","AL","3AL0","FAYETTE","US","ALABAMA","FAYETTE","FAYETTE MEDICAL CENTER",33,42,33,"N",33.70916666,87,49,25,"W",-87.82361111,370,"E",0,"E",1990,"","private"
"2026/09/03","00305.","A","AL","4AL7","FLAT ROCK","US","ALABAMA","JACKSON","LEON'S LANDING",34,44,41,"N",34.74472222,85,41,23.4,"W",-85.68983333,1430,"E",3,"W",2000,"","private"
"2026/09/03","00305.01","H","AL","43AL","FLAT ROCK","US","ALABAMA","JACKSON","FLAT ROCK COMMUNITY CLUB",34,46,8.11,"N",34.76891944,85,41,46.34,"W",-85.69620555,1289,"E",NA,"",NA,"","private"
"2026/09/03","00305.02","H","AL","52AL","FLAT ROCK","US","ALABAMA","JACKSON","TRIPLE R RIDGE",34,48,10.5,"N",34.80291666,85,38,58.9,"W",-85.64969444,1504,"E",NA,"",NA,"","private"
"2026/09/03","00306.","A","AL","0AL5","FLOMATON","US","ALABAMA","ESCAMBIA","FLOMATON",31,1,56,"N",31.03222222,87,15,10,"W",-87.25277777,247,"E",0,"E",1990,"","private"
"2026/09/03","00308.1","H","AL","7AL8","FLORALA","US","ALABAMA","COVINGTON","FLORALA EMERGENCY HELIPAD",31,0,3.28,"N",31.00091111,86,18,49.16,"W",-86.31365555,324,"E",NA,"",NA,"","private"
"2026/09/03","00308.5","A","AL","0J4","FLORALA","US","ALABAMA","COVINGTON","FLORALA MUNI",31,2,32.905,"N",31.04247361,86,18,41.62,"W",-86.31156111,314.3,"S",2,"W",2000,"","public"
"2026/09/03","00310.","C","AL","AL46","FLORENCE","US","ALABAMA","LAUDERDALE","SHOALS CREEK",34,54,9.306,"N",34.902585,87,35,14.092,"W",-87.58724777,510,"E",0,"E",1985,"","private"
"2026/09/03","00310.1","A","AL","0AL9","FLORENCE","US","ALABAMA","LAUDERDALE","WILSON CREEK",34,51,0,"N",34.85,87,37,57,"W",-87.6325,590,"E",0,"W",1990,"","private"
"2026/09/03","00310.14","H","AL","40AL","FLORENCE","US","ALABAMA","LAUDERDALE","NORTH ALABAMA MEDICAL CENTER",34,48,18.45,"N",34.805125,87,39,10.15,"W",-87.65281944,526,"E",NA,"",NA,"","private"
"2026/09/03","00323.","A","AL","0AL1","FOLEY","US","ALABAMA","BALDWIN","RESORT",30,26,38,"N",30.44388888,87,39,25,"W",-87.65694444,97,"E",1,"E",1990,"","private"
"2026/09/03","00323.23","A","AL","02AL","FOLEY","US","ALABAMA","BALDWIN","BASS FLD",30,22,17.27,"N",30.37146388,87,45,52,"W",-87.76444444,61,"",0,"W",2000,"","private"
"2026/09/03","00323.24","H","AL","3AL4","FOLEY","US","ALABAMA","BALDWIN","FOLEY HOSPITAL",30,25,36.01,"N",30.42666944,87,41,6.41,"W",-87.68511388,85,"E",NA,"",NA,"","private"
"2026/09/03","00323.3","A","AL","5R4","FOLEY","US","ALABAMA","BALDWIN","HOLK FLD AT FOLEY MUNI",30,25,39.6,"N",30.42766666,87,42,3.5,"W",-87.70097222,74.3,"S",2,"W",2010,"","public"
"2026/09/03","00323.4","A","AL","NBJ","FOLEY","US","ALABAMA","BALDWIN","BARIN NOLF",30,23,25.1299,"N",30.39031386,87,37,53.6163,"W",-87.63156008,50.8,"S",1,"E",1985,"KNBJ","private"
"2026/09/03","00323.41","H","AL","48AL","FOLEY","US","ALABAMA","BALDWIN","OWA",30,22,23,"N",30.37305555,87,39,48,"W",-87.66333333,55,"E",NA,"",NA,"","private"
"2026/09/03","00324.07","H","AL","9AL5","FORKLAND","US","ALABAMA","GREENE","GREENE COUNTY STEAM PLANT",32,36,4.73,"N",32.60131388,87,47,0.62,"W",-87.78350555,107,"",NA,"",NA,"","private"
